prefix,input_text,target_text
bug,"the disk images in apple ios before 9.1 and os x before 10.11.1 misparses images , which allows attackers to execute arbitrary code or cause a denial of service ( memory corruption ) via a crafted app . ",denial of service is possible via a crafted app for disk images . 
swv,crlf injection vulnerability in goform/formwlsitesurvey on the conceptronic c54apm access point with runtime code 1.26 allows remote attackers to inject arbitrary http headers and conduct http response splitting attacks via the submit-url parameter in a refresh action . ,conceptronic c54apm access point with runtime code 1.26
bug,multiple cross-site request forgery ( csrf ) vulnerabilities in the itwitter 0.04 and earlier for wordpress allow remote attackers to hijack the authentication of administrators for requests that conduct cross-site scripting ( xss ) attacks via the ( 1 ) itex_t_twitter_username or ( 2 ) itex_t_twitter_userpass parameter in the itwitter.php page to wp-admin/options-general.php . ,csrf and xss vulnerabilities exist via requests to the itex_t_twitter_username or itex_t_twitter_userpass parameter in the itwitter.php page to wp-admin/options-general.php
bug,"an issue was discovered in certain apple products . ios before 10.3 is affected . safari before 10.1 is affected . tvos before 10.2 is affected . the issue involves the "" webkit "" component . it allows remote attackers to bypass the same origin policy and obtain sensitive information via a crafted web site .",webkit component allows remote attackers to bypass the same origin policy and obtain sensitive information via a crafted web site .
swv,"heap-based buffer overflow in the php_parserr function in ext/standard/dns.c in php 5.6.0beta4 and earlier allows remote servers to cause a denial of service ( crash ) and possibly execute arbitrary code via a crafted dns txt record , related to the dns_get_record function . ",php 5.6.0beta4 and earlier
sum,"the swap_std_reloc_in function in aoutx.h in the binary file descriptor ( bfd ) library ( aka libbfd ) , as distributed in gnu binutils 2.30 , allows remote attackers to cause a denial of service ( aout_32_swap_std_reloc_out null pointer dereference and application crash ) via a crafted elf file , as demonstrated by objcopy . ",in gnu binutils 2.30 the swap_std_reloc_in function in aoutx.h in the binary file descriptor ( bfd ) library ( aka libbfd ) allows a dos attack via a crafted elf file
sum,"openvas administrator 1.2 before 1.2.2 and 1.3 before 1.3.2 allows remote attackers to bypass the oap authentication restrictions and execute oap commands via a crafted oap request for version information , which causes the state to be set to client_authentic . ",in openvas administrator 1.2 before 1.2.2 and 1.3 before 1.3.2 remote attackers can bypass oap authentication restrictions and execute oap commands via a crafted oap request for version information
sum,"unspecified vulnerability in the authentication in tibco spotfire server before 4.5.2 , 5.0.x before 5.0.3 , 5.5.x before 5.5.2 , 6.0.x before 6.0.3 , and 6.5.x before 6.5.1 allows remote attackers to gain privileges , and obtain sensitive information or modify data , via unknown vectors . ","in tibco spotfire server before 4.5.2 , 5.0.x before 5.0.3 , 5.5.x before 5.5.2 , 6.0.x before 6.0.3 , and 6.5.x before 6.5.1 , gaining privileges is possible via unknown vectors for the authentication . "
swv,"an issue was discovered in certain apple products . ios before 11.2 is affected . safari before 11.0.2 is affected . icloud before 7.2 on windows is affected . itunes before 12.7.2 on windows is affected . tvos before 11.2 is affected . the issue involves the ""webkit"" component . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site .",ios before 11.2 safari before 11.0.2 icloud before 7.2 for windows itunes before 12.7.2 for windows tvos before 11.2
swv,sql injection vulnerability in photos.php in model agency manager pro ( formerly modeling agency content management script ) allows remote attackers to execute arbitrary sql commands via the album parameter . ,model agency manager pro ( formerly modeling agency content management script )
sum,an attacker must first obtain the ability to execute low-privileged code on the target system in order to exploit the vulnerability . memory corruption privilege escalation vulnerabilities in trend micro officescan 11.0 and xg allows local attackers to execute arbitrary code and escalate privileges to resources normally reserved for the kernel on vulnerable installations by exploiting tmwfp.sys . ,"in trend micro officescan 11.0 and xg , code execution and gaining privileges is possible via memory corruption in tmwfp.sys . "
swv,apache ranger before 0.6 . is vulnerable to a stored cross-site scripting in when entering custom policy conditions . admin users can store some arbitrary javascript code to be executed when normal users login and access policies . ,apache ranger before 0.6
bug,"unspecified vulnerability in microsoft windows on 32-bit platforms allows local users to gain privileges via unknown vectors , as exploited in the wild in july 2010 by the stuxnet worm , and identified by microsoft researchers and other researchers . ",gaining privileges is possible via unknown vectors . 
sum,kernel/bpf/verifier.c in the linux kernel through 4.14.8 allows local users to cause a denial of service ( memory corruption ) or possibly have unspecified other impact by leveraging improper use of pointers in place of scalars . ,"in linux kernel through 4.14.8 , memory corruption is possible via check_stack_boundary function of kernel/bpf/verifier.c because of improper use of pointers in place of scalars ."
bug,a vulnerability has been identified in firmware variant profinet io for en100 ethernet module : all versions < v1.04.01 ; firmware variant modbus tcp for en100 ethernet module : all versions < v1.11.00 ; firmware variant dnp3 tcp for en100 ethernet module : all versions < v1.03 ; firmware variant iec 104 for en100 ethernet module : all versions < v1.21 ; en100 ethernet module included in siprotec merging unit 6mu80 : all versions < 1.02.02 . specially crafted packets sent to port 80/tcp could cause the affected device to go into defect mode . ,specially crafted packets sent to port 80/tcp could cause the affected device to go into defect mode . 
bug,"directory traversal vulnerability in ls.php in littlesite ( aka ls or littlesite.php ) 0.1 allows remote attackers to include and execute arbitrary local files via a .. ( dot dot ) in the file parameter to index.php . note : in some environments , this can be leveraged for remote file inclusion by using a unc share pathname or an ftp , ftps , or ssh2.sftp url . ","directory traversal vulnerability exists in ls.php via a .. ( dot dot ) in the file parameter to index.php . can be leveraged for file inclusion in some environments via unc share pathname or an ftp , ftps , or ssh2.sftp url"
bug,"the ( 1 ) vbscript and ( 2 ) jscript engines in microsoft internet explorer 8 allow remote attackers to execute arbitrary code or cause a denial of service ( memory corruption ) via a crafted web site , aka scripting engine memory corruption vulnerability . ",denial of service is possible via a crafted web site for the vbscript and jscript engines . 
swv,"an issue was discovered in certain apple products . ios before 11.2 is affected . safari before 11.0.2 is affected . icloud before 7.2 on windows is affected . itunes before 12.7.2 on windows is affected . tvos before 11.2 is affected . the issue involves the ""webkit"" component . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site .",ios before 11.2 safari before 11.0.2 icloud before 7.2 for windows itunes before 12.7.2 for windows tvos before 11.2
sum,d-link dir-505l shareport mobile companion 1.01 and dir-826l wireless n600 cloud router 1.02 allows remote attackers to bypass authentication via a direct request when an authorized session is active . ,in d-link dir-505l shareport mobile companion 1.01 and dir-826l wireless n600 cloud router 1.02 a remote bypass vulnerability exists via a direct request when an authorized session is active . 
bug,"cisco web security appliance ( wsa ) devices with software 8.5.0-ise-147 do not properly restrict use of the pickle python module during certain tunnel-status checks , which allows local users to execute arbitrary python code and gain privileges via crafted serialized objects , aka bug id cscut39230 . ",gaining privileges is possible via crafted serialized objects . 
